0000000551,scans,0000000051,DataLength
"header",0000000040,"lines"
"Date",02/12/2019,"Time",10:03:31
"ID","EQP HIGH ENERGY #15031","Version",3
"Scans",1
"Scan ID","Mode","Input","Scanned","Start","Stop","Increment","Dwell","Settle","RS","RelSEM"
"Scan 1","RGA","SEM","electron-energy",5.0,60.0,0.1,20.000,100.000%,1.000000,1.000000,
"Environment",
"Global","RGA"
"1st-dynode",-3500,"V"
"CRV_range",7,"c/s"
"CRV_resolution",6,"bits"
"D.C.quad",6,"%"
"F1",1,"( 1 = on, 0 = off )"
"F2",0,"( 1 = on, 0 = off )"
"axis",-40.0,"V"
"cage",3.0,"V"
"delta-m",0,"%"
"discriminator",-10,"%"
"electron-energy",70.0,"V"
"emission",10.0000,"uA"
"energy",3.15,"V"
"extractor",0,"V"
"focus2",-354,"V"
"gate_delay",0.1,"uS"
"gate_width",0.0,"uS"
"gating",0,"( 1 = on, 0 = off )"
"gating_invert",0,"( 0 = normal, 1 = invert)"
"horiz",16,"%"
"lens1",0,"V"
"lens2",-100,"V"
"mass",20.00,"amu"
"mode-change-delay",1000,"ms"
"multiplier",1900,"V"
"plates",7.27,"V"
"reference",0.0,"V"
"resolution",0,"%"
"suppressor",-200,"V"
"transit-energy",3.00,"V"
"vert",24,"%"
"Data",1
"Cycle","Time","ms","electron-energy V","SEM c/s"
0000000001,00:00:01,0000001381,   28.0,         0
0000000001,00:00:01,0000001381,   28.1,         0
0000000001,00:00:01,0000001381,   28.2,         0
0000000001,00:00:01,0000001381,   28.3,         0
0000000001,00:00:01,0000001381,   28.4,         0
0000000001,00:00:01,0000001381,   28.5,         0
0000000001,00:00:01,0000001381,   28.6,        50
0000000001,00:00:01,0000001381,   28.7,       100
0000000001,00:00:01,0000001381,   28.8,         0
0000000001,00:00:01,0000001381,   28.9,         0
0000000001,00:00:01,0000001381,   29.0,       100
0000000001,00:00:01,0000001381,   29.1,       100
0000000001,00:00:01,0000001381,   29.2,         0
0000000001,00:00:01,0000001381,   29.3,         0
0000000001,00:00:01,0000001381,   29.4,         0
0000000001,00:00:01,0000001381,   29.5,         0
0000000001,00:00:01,0000001381,   29.6,         0
0000000001,00:00:01,0000001381,   29.7,         0
0000000001,00:00:01,0000001381,   29.8,        50
0000000001,00:00:01,0000001381,   29.9,         0
0000000001,00:00:01,0000001381,   30.0,         0
0000000001,00:00:01,0000001381,   30.1,        50
0000000001,00:00:01,0000001381,   30.2,         0
0000000001,00:00:01,0000001381,   30.3,       100
0000000001,00:00:01,0000001381,   30.4,         0
0000000001,00:00:01,0000001381,   30.5,        50
0000000001,00:00:01,0000001381,   30.6,       100
0000000001,00:00:01,0000001381,   30.7,         0
0000000001,00:00:01,0000001381,   30.8,         0
0000000001,00:00:01,0000001381,   30.9,         0
0000000001,00:00:01,0000001381,   31.0,       100
0000000001,00:00:01,0000001381,   31.1,         0
0000000001,00:00:01,0000001381,   31.2,       100
0000000001,00:00:01,0000001381,   31.3,         0
0000000001,00:00:01,0000001381,   31.4,        50
0000000001,00:00:01,0000001381,   31.5,         0
0000000001,00:00:01,0000001381,   31.6,         0
0000000001,00:00:01,0000001381,   31.7,         0
0000000001,00:00:01,0000001381,   31.8,        50
0000000001,00:00:01,0000001381,   31.9,         0
0000000001,00:00:01,0000001381,   32.0,         0
0000000001,00:00:01,0000001381,   32.1,       100
0000000001,00:00:01,0000001381,   32.2,        50
0000000001,00:00:01,0000001381,   32.3,         0
0000000001,00:00:01,0000001381,   32.4,         0
0000000001,00:00:01,0000001381,   32.5,         0
0000000001,00:00:01,0000001381,   32.6,        50
0000000001,00:00:01,0000001381,   32.7,         0
0000000001,00:00:01,0000001381,   32.8,         0
0000000001,00:00:01,0000001381,   32.9,         0
0000000001,00:00:01,0000001381,   33.0,         0
0000000001,00:00:01,0000001381,   33.1,         0
0000000001,00:00:01,0000001381,   33.2,         0
0000000001,00:00:01,0000001381,   33.3,         0
0000000001,00:00:01,0000001381,   33.4,         0
0000000001,00:00:01,0000001381,   33.5,         0
0000000001,00:00:01,0000001381,   33.6,         0
0000000001,00:00:01,0000001381,   33.7,       100
0000000001,00:00:01,0000001381,   33.8,        50
0000000001,00:00:01,0000001381,   33.9,         0
0000000001,00:00:01,0000001381,   34.0,       100
0000000001,00:00:01,0000001381,   34.1,         0
0000000001,00:00:01,0000001381,   34.2,         0
0000000001,00:00:01,0000001381,   34.3,        50
0000000001,00:00:01,0000001381,   34.4,       100
0000000001,00:00:01,0000001381,   34.5,         0
0000000001,00:00:01,0000001381,   34.6,         0
0000000001,00:00:01,0000001381,   34.7,         0
0000000001,00:00:01,0000001381,   34.8,        50
0000000001,00:00:01,0000001381,   34.9,         0
0000000001,00:00:01,0000001381,   35.0,         0
0000000001,00:00:01,0000001381,   35.1,         0
0000000001,00:00:01,0000001381,   35.2,         0
0000000001,00:00:01,0000001381,   35.3,         0
0000000001,00:00:01,0000001381,   35.4,         0
0000000001,00:00:01,0000001381,   35.5,        50
0000000001,00:00:01,0000001381,   35.6,        50
0000000001,00:00:01,0000001381,   35.7,         0
0000000001,00:00:01,0000001381,   35.8,         0
0000000001,00:00:01,0000001381,   35.9,        50
0000000001,00:00:01,0000001381,   36.0,         0
0000000001,00:00:01,0000001381,   36.1,         0
0000000001,00:00:01,0000001381,   36.2,         0
0000000001,00:00:01,0000001381,   36.3,         0
0000000001,00:00:01,0000001381,   36.4,         0
0000000001,00:00:01,0000001381,   36.5,       100
0000000001,00:00:01,0000001381,   36.6,         0
0000000001,00:00:01,0000001381,   36.7,         0
0000000001,00:00:01,0000001381,   36.8,         0
0000000001,00:00:01,0000001381,   36.9,         0
0000000001,00:00:01,0000001381,   37.0,        50
0000000001,00:00:01,0000001381,   37.1,       100
0000000001,00:00:01,0000001381,   37.2,       100
0000000001,00:00:01,0000001381,   37.3,         0
0000000001,00:00:01,0000001381,   37.4,         0
0000000001,00:00:01,0000001381,   37.5,         0
0000000001,00:00:01,0000001381,   37.6,        50
0000000001,00:00:01,0000001381,   37.7,         0
0000000001,00:00:01,0000001381,   37.8,         0
0000000001,00:00:01,0000001381,   37.9,         0
0000000001,00:00:01,0000001381,   38.0,         0
0000000001,00:00:01,0000001381,   38.1,         0
0000000001,00:00:01,0000001381,   38.2,        50
0000000001,00:00:01,0000001381,   38.3,         0
0000000001,00:00:01,0000001381,   38.4,         0
0000000001,00:00:01,0000001381,   38.5,         0
0000000001,00:00:01,0000001381,   38.6,       100
0000000001,00:00:01,0000001381,   38.7,        50
0000000001,00:00:01,0000001381,   38.8,         0
0000000001,00:00:01,0000001381,   38.9,         0
0000000001,00:00:01,0000001381,   39.0,         0
0000000001,00:00:01,0000001381,   39.1,         0
0000000001,00:00:01,0000001381,   39.2,         0
0000000001,00:00:01,0000001381,   39.3,         0
0000000001,00:00:01,0000001381,   39.4,        50
0000000001,00:00:01,0000001381,   39.5,         0
0000000001,00:00:01,0000001381,   39.6,         0
0000000001,00:00:01,0000001381,   39.7,         0
0000000001,00:00:01,0000001381,   39.8,         0
0000000001,00:00:01,0000001381,   39.9,         0
0000000001,00:00:01,0000001381,   40.0,       150
0000000001,00:00:01,0000001381,   40.1,       100
0000000001,00:00:01,0000001381,   40.2,        50
0000000001,00:00:01,0000001381,   40.3,         0
0000000001,00:00:01,0000001381,   40.4,         0
0000000001,00:00:01,0000001381,   40.5,        50
0000000001,00:00:01,0000001381,   40.6,         0
0000000001,00:00:01,0000001381,   40.7,         0
0000000001,00:00:01,0000001381,   40.8,         0
0000000001,00:00:01,0000001381,   40.9,         0
0000000001,00:00:01,0000001381,   41.0,       100
0000000001,00:00:01,0000001381,   41.1,        50
0000000001,00:00:01,0000001381,   41.2,         0
0000000001,00:00:01,0000001381,   41.3,         0
0000000001,00:00:01,0000001381,   41.4,        50
0000000001,00:00:01,0000001381,   41.5,        50
0000000001,00:00:01,0000001381,   41.6,         0
0000000001,00:00:01,0000001381,   41.7,         0
0000000001,00:00:01,0000001381,   41.8,         0
0000000001,00:00:01,0000001381,   41.9,         0
0000000001,00:00:01,0000001381,   42.0,        50
0000000001,00:00:01,0000001381,   42.1,        50
0000000001,00:00:01,0000001381,   42.2,         0
0000000001,00:00:01,0000001381,   42.3,         0
0000000001,00:00:01,0000001381,   42.4,        50
0000000001,00:00:01,0000001381,   42.5,         0
0000000001,00:00:01,0000001381,   42.6,       100
0000000001,00:00:01,0000001381,   42.7,         0
0000000001,00:00:01,0000001381,   42.8,         0
0000000001,00:00:01,0000001381,   42.9,         0
0000000001,00:00:01,0000001381,   43.0,         0
0000000001,00:00:01,0000001381,   43.1,       100
0000000001,00:00:01,0000001381,   43.2,         0
0000000001,00:00:01,0000001381,   43.3,         0
0000000001,00:00:01,0000001381,   43.4,         0
0000000001,00:00:01,0000001381,   43.5,         0
0000000001,00:00:01,0000001381,   43.6,        50
0000000001,00:00:01,0000001381,   43.7,       100
0000000001,00:00:01,0000001381,   43.8,         0
0000000001,00:00:01,0000001381,   43.9,       150
0000000001,00:00:01,0000001381,   44.0,        50
0000000001,00:00:01,0000001381,   44.1,         0
0000000001,00:00:01,0000001381,   44.2,         0
0000000001,00:00:01,0000001381,   44.3,        50
0000000001,00:00:01,0000001381,   44.4,       100
0000000001,00:00:01,0000001381,   44.5,        50
0000000001,00:00:01,0000001381,   44.6,         0
0000000001,00:00:01,0000001381,   44.7,         0
0000000001,00:00:01,0000001381,   44.8,       100
0000000001,00:00:01,0000001381,   44.9,         0
0000000001,00:00:01,0000001381,   45.0,       100
0000000001,00:00:01,0000001381,   45.1,        50
0000000001,00:00:01,0000001381,   45.2,        50
0000000001,00:00:01,0000001381,   45.3,       250
0000000001,00:00:01,0000001381,   45.4,       450
0000000001,00:00:01,0000001381,   45.5,       150
0000000001,00:00:01,0000001381,   45.6,       400
0000000001,00:00:01,0000001381,   45.7,       250
0000000001,00:00:01,0000001381,   45.8,       300
0000000001,00:00:01,0000001381,   45.9,       150
0000000001,00:00:01,0000001381,   46.0,       750
0000000001,00:00:01,0000001381,   46.1,       800
0000000001,00:00:01,0000001381,   46.2,       400
0000000001,00:00:01,0000001381,   46.3,       200
0000000001,00:00:01,0000001381,   46.4,       550
0000000001,00:00:01,0000001381,   46.5,       700
0000000001,00:00:01,0000001381,   46.6,       700
0000000001,00:00:01,0000001381,   46.7,      1350
0000000001,00:00:01,0000001381,   46.8,      1150
0000000001,00:00:01,0000001381,   46.9,      1250
0000000001,00:00:01,0000001381,   47.0,       800
0000000001,00:00:01,0000001381,   47.1,       650
0000000001,00:00:01,0000001381,   47.2,       900
0000000001,00:00:01,0000001381,   47.3,      1250
0000000001,00:00:01,0000001381,   47.4,       800
0000000001,00:00:01,0000001381,   47.5,      1200
0000000001,00:00:01,0000001381,   47.6,      1450
0000000001,00:00:01,0000001381,   47.7,      1300
0000000001,00:00:01,0000001381,   47.8,      1350
0000000001,00:00:01,0000001381,   47.9,      2100
0000000001,00:00:01,0000001381,   48.0,      1900
0000000001,00:00:01,0000001381,   48.1,      2000
0000000001,00:00:01,0000001381,   48.2,      2600
0000000001,00:00:01,0000001381,   48.3,      2500
0000000001,00:00:01,0000001381,   48.4,      1550
0000000001,00:00:01,0000001381,   48.5,      1850
0000000001,00:00:01,0000001381,   48.6,      2400
0000000001,00:00:01,0000001381,   48.7,      2400
0000000001,00:00:01,0000001381,   48.8,      2450
0000000001,00:00:01,0000001381,   48.9,      3500
0000000001,00:00:01,0000001381,   49.0,      2500
0000000001,00:00:01,0000001381,   49.1,      2800
0000000001,00:00:01,0000001381,   49.2,      3000
0000000001,00:00:01,0000001381,   49.3,      3650
0000000001,00:00:01,0000001381,   49.4,      3600
0000000001,00:00:01,0000001381,   49.5,      2600
0000000001,00:00:01,0000001381,   49.6,      4100
0000000001,00:00:01,0000001381,   49.7,      3950
0000000001,00:00:01,0000001381,   49.8,      4500
0000000001,00:00:01,0000001381,   49.9,      4650
0000000001,00:00:01,0000001381,   50.0,      4100
0000000001,00:00:01,0000001381,   50.1,      4400
0000000001,00:00:01,0000001381,   50.2,      4000
0000000001,00:00:01,0000001381,   50.3,      4950
0000000001,00:00:01,0000001381,   50.4,      5100
0000000001,00:00:01,0000001381,   50.5,      4650
0000000001,00:00:01,0000001381,   50.6,      5850
0000000001,00:00:01,0000001381,   50.7,      5800
0000000001,00:00:01,0000001381,   50.8,      6350
0000000001,00:00:01,0000001381,   50.9,      7000
0000000001,00:00:01,0000001381,   51.0,      5700
0000000001,00:00:01,0000001381,   51.1,      6800
0000000001,00:00:01,0000001381,   51.2,      7800
0000000001,00:00:01,0000001381,   51.3,      7200
0000000001,00:00:01,0000001381,   51.4,      6700
0000000001,00:00:01,0000001381,   51.5,      8400
0000000001,00:00:01,0000001381,   51.6,      8850
0000000001,00:00:01,0000001381,   51.7,      8400
0000000001,00:00:01,0000001381,   51.8,     10050
0000000001,00:00:01,0000001381,   51.9,      8400
0000000001,00:00:01,0000001381,   52.0,      9100
0000000001,00:00:01,0000001381,   52.1,      9750
0000000001,00:00:01,0000001381,   52.2,      9700
0000000001,00:00:01,0000001381,   52.3,      8900
0000000001,00:00:01,0000001381,   52.4,     10650
0000000001,00:00:01,0000001381,   52.5,      8950
0000000001,00:00:01,0000001381,   52.6,     10350
0000000001,00:00:01,0000001381,   52.7,     10200
0000000001,00:00:01,0000001381,   52.8,     11050
0000000001,00:00:01,0000001381,   52.9,     10050
0000000001,00:00:01,0000001381,   53.0,      9850
0000000001,00:00:01,0000001381,   53.1,     12200
0000000001,00:00:01,0000001381,   53.2,     11900
0000000001,00:00:01,0000001381,   53.3,     12650
0000000001,00:00:01,0000001381,   53.4,     12000
0000000001,00:00:01,0000001381,   53.5,     13450
0000000001,00:00:01,0000001381,   53.6,     14200
0000000001,00:00:01,0000001381,   53.7,     13900
0000000001,00:00:01,0000001381,   53.8,     14800
0000000001,00:00:01,0000001381,   53.9,     13900
0000000001,00:00:01,0000001381,   54.0,     13550
0000000001,00:00:01,0000001381,   54.1,     13650
0000000001,00:00:01,0000001381,   54.2,     15500
0000000001,00:00:01,0000001381,   54.3,     17000
0000000001,00:00:01,0000001381,   54.4,     14250
0000000001,00:00:01,0000001381,   54.5,     16600
0000000001,00:00:01,0000001381,   54.6,     16350
0000000001,00:00:01,0000001381,   54.7,     16100
0000000001,00:00:01,0000001381,   54.8,     17500
0000000001,00:00:01,0000001381,   54.9,     17550
0000000001,00:00:01,0000001381,   55.0,     16350
0000000001,00:00:01,0000001381,   55.1,     18800
0000000001,00:00:01,0000001381,   55.2,     17900
0000000001,00:00:01,0000001381,   55.3,     19250
0000000001,00:00:01,0000001381,   55.4,     19150
0000000001,00:00:01,0000001381,   55.5,     16150
0000000001,00:00:01,0000001381,   55.6,     19700
0000000001,00:00:01,0000001381,   55.7,     20050
0000000001,00:00:01,0000001381,   55.8,     20000
0000000001,00:00:01,0000001381,   55.9,     20600
0000000001,00:00:01,0000001381,   56.0,     18950
0000000001,00:00:01,0000001381,   56.1,     20950
0000000001,00:00:01,0000001381,   56.2,     20450
0000000001,00:00:01,0000001381,   56.3,     21450
0000000001,00:00:01,0000001381,   56.4,     19750
0000000001,00:00:01,0000001381,   56.5,     21000
0000000001,00:00:01,0000001381,   56.6,     22400
0000000001,00:00:01,0000001381,   56.7,     24050
0000000001,00:00:01,0000001381,   56.8,     24000
0000000001,00:00:01,0000001381,   56.9,     22100
0000000001,00:00:01,0000001381,   57.0,     23050
0000000001,00:00:01,0000001381,   57.1,     25100
